0.10191705	0.100159645	-0.045069866	-0.07023362	-0.022893853	0.009388895	-0.0035295405	-0.0145853935	0.08342867	0.08700131	-0.06616518	-0.051171515	-0.09061533	-0.03606215	-0.053326465	0.028618349
0.056642167	0.11013129	0.02675134	-0.017703922	-0.060972422	0.048489906	-0.026525497	-0.02763401	0.115487486	0.107612796	-0.067300946	-0.03527184	-0.07490386	0.005369904	-0.032705333	0.017583605
0.08823052	0.08856124	-0.04267097	-0.035689544	-0.070233405	0.009857004	0.024565624	-0.088870116	0.11162976	0.04860847	-0.023293639	0.03261585	-0.13604651	-0.016965799	0.007986994	0.05661117
0.10126173	0.05018862	-0.029812958	-0.018958589	0.022970626	-0.025272852	0.02757932	-0.0473174	0.10305192	0.0978937	-0.060832337	-0.025850704	-0.12212608	0.009822788	0.011629172	0.06702507
0.100755766	0.12373923	-0.026843466	-0.0678273	0.01560312	0.010351081	-0.07311762	-0.051322434	0.08184517	0.066624165	-0.050984245	-0.054954488	-0.08099224	0.018006787	-0.04428599	0.062768675
0.017935969	0.12240421	0.019824661	-0.0035407455	0.07618241	-0.044727404	-0.0016644056	0.042553935	0.14107303	0.042871926	-0.011614487	-0.051343452	-0.111414105	0.006444216	-0.011767862	0.05482242
0.08031326	0.1321366	0.018812152	-0.03374349	0.03009865	0.060345657	-0.0473853	-0.04786064	0.07714092	0.09758073	-0.053994603	0.017426059	-0.086930305	-0.006705789	-0.095535174	-0.020068172
0.021658627	0.11175919	0.04925864	-0.068243094	-0.0059258807	0.0074083717	0.0734815	0.002233905	0.08676765	0.037662733	-0.034544386	-0.054757405	-0.067984395	-0.009497889	-0.083126605	-0.0020842869
0.08824176	0.11052141	-0.045234956	-0.002053491	0.0023451883	0.02758958	-0.01033577	-0.0423472	0.057366386	-0.010456686	-0.08269569	-0.033263955	-0.07746027	0.024864888	-0.015034223	0.06028829
0.06751781	0.15458038	0.00637764	0.010062343	0.04232966	0.05414139	-0.037937973	-0.054260474	0.037819855	0.12323564	-0.0016010808	-0.04833312	-0.03680433	0.04651649	0.03399991	-0.008313281
0.05783091	0.08868801	-0.051490568	-0.022137757	-0.04884396	0.049941093	-0.017555976	0.019408213	0.1067172	0.07161163	-0.061325278	-0.03441397	-0.07320613	0.07168152	-0.006403376	0.061068717
0.12195751	0.10544736	-0.010494005	-0.021115296	0.083089106	0.066021115	-0.05686159	0.021461153	0.11089985	0.054850165	-0.122268975	-0.004234111	-0.07645421	0.02604042	-0.07190075	0.05871845
0.025200058	0.01648218	-0.015906783	-0.07333256	0.04091196	-0.05334503	0.0093690315	-0.016108766	0.091988906	0.021452112	-0.019006956	0.028044226	-0.06304541	0.0093467785	0.014840165	0.042282175
0.13503838	0.12048868	0.033787265	0.024243098	-0.013342616	0.0028055394	-0.06508642	0.10599062	0.02936619	0.09641045	-0.0022536903	0.023713363	0.0015806579	0.012209832	-0.051454462	0.086065456
0.120574065	0.07930178	0.039388828	-0.011350856	-0.03771205	0.07231378	-0.007182455	-0.054431837	0.08357064	-0.019578423	0.05736874	-0.023705674	-0.096873	0.00020563278	-0.08151795	-0.031741478
0.037312903	0.05229909	-0.042835537	-0.013196322	-0.044107955	0.009554724	-0.017140526	0.07370055	0.056321453	0.019281445	-0.1068342	-0.016948175	-0.07271192	0.016794616	0.033613425	0.023689343
0.0035436053	0.0761108	-0.011168835	-0.006239	-0.084087566	0.0131101655	0.08815929	-0.0568743	0.027368898	0.09629416	-0.10050716	-0.035694417	-0.010204248	0.028885726	-0.079073526	0.047047593
0.042320628	0.05419633	0.07451509	-0.06410635	-0.024409924	0.030844761	-0.0008229532	-0.004086516	0.055439986	0.0467374	-0.05558544	-0.0070717023	-0.039720893	0.03505286	-0.030453952	0.06685364
-0.011598053	0.06066456	-0.0469346	0.0036286216	0.054660555	-0.017902141	-0.046328623	0.0023507257	0.01922004	0.06108447	-0.039364967	-0.075435765	-0.081062585	-0.012822651	0.08959371	0.08464003
0.09813482	0.095645204	-0.05244723	0.0148956	0.034002867	0.034966845	-0.0029593578	-0.009786453	0.1431569	0.09241588	-0.14584331	0.017032117	0.038654838	0.051761746	0.056808062	0.061905924
0.085176304	0.08802711	-0.0020312772	0.012988754	-0.00057185773	-0.025315965	0.045124393	0.011548577	-0.02118332	0.05401674	-0.106488034	0.019822175	-0.09173662	-0.0145491725	0.0037812595	0.029266374
